Final Fight One|GBA|Fighting|Capcom|Capcom|8.2|0.21|0.09|0.08|0.03|0.00|2001-09-26
Star Trek: The Game|X360|Action-Adventure|Namco Bandai Games|Digital Extremes|5.2|0.21|0.12|0.00|0.08|0.02|2013-04-23
Tom Clancy's Splinter Cell: Blacklist|PC|Action-Adventure|Ubisoft|Ubisoft Toronto|8.9|0.21|0.06|0.00|0.14|0.02|2013-08-20
Angel Blade: Neo Tokyo Guardians|PS|Role-Playing|On Demand|Nippon Ichi Software|0.0|0.21|0.12|0.00|0.08|0.01|1997-07-03
Conan Exiles|PS4|Action-Adventure|Maximum Games|Funcom Oslo A/S|0.0|0.21|0.05|0.09|0.05|0.02|2018-05-08
UFC Undisputed 2010|PSP|Fighting|THQ|Yuke's Future Media Creators|7.7|0.21|0.11|0.00|0.07|0.04|2010-09-07
Threads of Fate|PS|Role-Playing|Square EA|SquareSoft|7.8|0.21|0.12|0.00|0.08|0.01|2000-07-14
PoPoLoCrois Monogatari II|PS|Role-Playing|Sony Computer Entertainment|G-Artists|0.0|0.21|0.00|0.20|0.00|0.01|2000-01-27
Tales of Phantasia: Narikiri Dungeon X|PSP|Role-Playing|Namco Bandai|Alfa System|0.0|0.21|0.00|0.21|0.00|0.00|2010-08-05
Blue Dragon Plus|DS|Role-Playing|Ignition Entertainment|Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.|6.5|0.21|0.12|0.05|0.03|0.01|2009-02-19
Dragon's Dogma: Dark Arisen|PS4|Role-Playing|Capcom|Capcom|0.0|0.21|0.07|0.03|0.07|0.03|2017-10-03
Shin Megami Tensei: Persona 3 (jp sales)|PS2|Role-Playing|Atlus|Atlus Co.|0.0|0.21|0.00|0.21|0.00|0.00|2007-08-14
Naruto: Clash of Ninja (JP sales)|GC|Fighting|D3 Publisher|Tomy Corporation|0.0|0.21|0.00|0.21|0.00|0.01|2006-03-07
Dragon Ball Z Hyper Dimension|SNES|Fighting|Bandai|TOSE|0.0|0.21|0.00|0.21|0.00|0.00|1996-01-01
HBO Boxing|PS|Fighting|Acclaim Entertainment|Osiris Studios|0.0|0.21|0.12|0.00|0.08|0.01|2000-11-20
Tekken 3D: Prime Edition|3DS|Fighting|Namco Bandai|Namco Bandai Games|6.5|0.21|0.06|0.05|0.08|0.01|2012-02-14
Dark Summit|PS2|Sports|THQ|Radical Entertainment|0.0|0.21|0.11|0.00|0.08|0.03|2001-11-26
Cabela's Big Game Hunter: Ultimate Challenge|PS|Sports|Activision Value|Coresoft|0.0|0.21|0.12|0.00|0.08|0.01|2001-12-04
The Lord of the Rings: War in the North|PC|Role-Playing|Warner Bros. Interactive|Snowblind Studios|6.5|0.21|0.07|0.00|0.11|0.03|2011-11-01
The Bard's Tale|PS2|Role-Playing|inXile Entertainment|InXile Entertainment|0.0|0.21|0.10|0.00|0.08|0.03|2004-10-26
Wacky Races: Crash & Dash|DS|Racing|Warner Bros. Interactive|Farmind Ltd|0.0|0.21|0.19|0.00|0.00|0.01|2008-06-17
Speed Racer: The Videogame|PS2|Racing|Warner Bros. Interactive|Sidhe Interactive|0.0|0.21|0.10|0.00|0.08|0.03|2008-09-16
Baja: Edge of Control|PS3|Racing|THQ|2XL Games|5.0|0.21|0.10|0.00|0.08|0.03|2008-09-22
DiRT Rally|XOne|Racing|Codemasters|Codemasters|0.0|0.21|0.12|0.00|0.08|0.02|2016-04-05
TRON: Evolution - Battle Grids|Wii|Racing|Disney Interactive Studios|n-Space|0.0|0.21|0.17|0.00|0.03|0.01|2010-12-07
Shrek: Reekin' Havoc|GBA|Platform|TDK Mediactive|TOSE Software|0.0|0.21|0.15|0.00|0.06|0.00|2003-07-30
Pro Yakyuu Spirits 2010|PS3|Sports|Konami|PawaPuro Production|0.0|0.21|0.00|0.21|0.00|0.00|2010-04-01
Gallop Racer 2003: A New Breed|PS2|Sports|Tecmo|Tecmo|0.0|0.21|0.04|0.12|0.03|0.01|2003-03-31
Outlaw Golf 2|XB|Sports|Global Star Software|Hypnotix|0.0|0.21|0.15|0.00|0.04|0.01|2004-10-21
J-League Winning Eleven 10 + Europa League 06-07|PS2|Sports|Konami|Konami|0.0|0.21|0.00|0.21|0.00|0.00|2006-11-22
The Sims 4: Cats & Dogs|PC|Simulation|Electronic Arts|Maxis|0.0|0.21|0.00|0.00|0.20|0.01|2017-11-10
Discovery Kids: Pony Paradise|DS|Simulation|505 Games|505 Games|0.0|0.21|0.19|0.00|0.00|0.01|2009-03-26
NCAA Football 10|PSP|Sports|EA Sports|EA Tiburon|7.0|0.21|0.19|0.00|0.00|0.02|2009-07-14
NHL 2003|XB|Sports|EA Sports|EA Canada|0.0|0.21|0.15|0.00|0.04|0.01|2002-10-09
The Naked Brothers Band: The Video Game|DS|Misc|THQ|1st Playable Productions|0.0|0.20|0.18|0.00|0.00|0.01|2008-10-20
Treasure Hunter G|SNES|Role-Playing|Square|Sting|0.0|0.20|0.00|0.20|0.00|0.00|1996-05-24
Magical Tetris Challenge|N64|Puzzle|Capcom|Capcom|0.0|0.20|0.13|0.05|0.02|0.00|1998-01-01
Bust-A-Move 2 Arcade Edition|PS|Puzzle|Acclaim Entertainment|Taito Corporation|6.9|0.20|0.11|0.00|0.07|0.01|1996-03-29
Batman: Return to Arkham|XOne|Action|Warner Bros. Interactive Entertainment|Rocksteady Studios|0.0|0.20|0.12|0.00|0.06|0.02|2016-10-18
Way of the Samurai 4|PS3|Action|Acquire|Acquire|0.0|0.20|0.00|0.16|0.03|0.01|2011-03-03
Predator: Concrete Jungle|PS2|Action|VU Games|Eurocom Entertainment Software|0.0|0.20|0.10|0.00|0.07|0.03|2005-04-26
Dragon Quest Monsters: Joker 3 - Professional|3DS|Role-Playing|Square Enix|Square Enix|0.0|0.20|0.00|0.20|0.00|0.00|2017-02-09
Puzzle Challenge: Crosswords and More!|PSP|Puzzle|Crave Entertainment|Supersonic Software|6.4|0.20|0.18|0.00|0.00|0.01|2006-06-09
Nobunaga no Yabou: Reppuuden|PS|Strategy|KOEI|Koei/Inis|0.0|0.20|0.00|0.19|0.00|0.01|1999-09-09
Mahjongg Mysteries: Ancient Egypt|DS|Puzzle|Destineer|LvivMedia|0.0|0.20|0.07|0.00|0.11|0.02|2010-06-24
Enchanted Arms|PS3|Role-Playing|Ubisoft|From Software|5.9|0.20|0.17|0.00|0.01|0.02|2007-04-03
Army Men: Sarge's Heroes 2|PS2|Shooter|3DO|3DO|0.0|0.17|0.09|0.00|0.07|0.02|2001-03-20
Borderlands|PC|Shooter|2K Games|Gearbox Software|8.3|0.17|0.01|0.00|0.14|0.03|2009-10-20
Metal Arms: Glitch in the System|XB|Shooter|VU Games|Swingin' Ape Studios|0.0|0.17|0.13|0.00|0.04|0.01|2003-11-18
Dragon Ball Z: Harukanaru Densetsu|DS|Role-Playing|Atari|Bec|0.0|0.20|0.19|0.00|0.00|0.02|2007-06-05
Mana Khemia 2: Fall of Alchemy|PS2|Role-Playing|NIS America|Gust|8.2|0.20|0.07|0.05|0.05|0.02|2009-08-25
Le Mans 24 Hours|PS2|Racing|Infogrames|Melbourne House Pty Ltd.|0.0|0.20|0.09|0.02|0.07|0.02|2001-08-13
Pitfall: The Lost Expedition|PS2|Platform|Activision|Edge of Reality|0.0|0.20|0.10|0.00|0.08|0.03|2004-02-18
Disney's Tarzan|N64|Platform|Activision|Eurocom Entertainment Software|0.0|0.20|0.16|0.00|0.04|0.00|2000-02-14
Capcom Fighting Evolution|PS2|Fighting|Capcom|Capcom Production Studio 2|0.0|0.20|0.10|0.00|0.08|0.03|2004-11-16
Kingdom Hearts: The Story So Far|PS4|Role-Playing|Square Enix|Square Enix|0.0|0.20|0.17|0.00|0.00|0.04|2018-10-30
EVE Online|PC|Role-Playing|Simon & Schuster Interactive|CCP|0.0|0.20|0.00|0.00|0.19|0.01|2003-05-06
Phantasy Star Online|DC|Role-Playing|Sega|Sonic Team|8.9|0.20|0.00|0.20|0.00|0.00|2001-01-29
Shining Blade|PSP|Role-Playing|Sega|Media.Vision|0.0|0.20|0.00|0.20|0.00|0.00|2012-03-15
Super Baseball Simulator 1.000|SNES|Sports|Culture Brain|Culture Brain|0.0|0.20|0.00|0.20|0.00|0.00|1991-12-01
Backyard Hockey|GBA|Sports|Atari|Mistic Software|6.0|0.20|0.14|0.00|0.05|0.00|2003-10-09
Yoga: The first 100% Experience|Wii|Sports|DreamCatcher Interactive|Trine Games|0.0|0.20|0.14|0.00|0.04|0.02|2009-12-07
Jikkyou Powerful Pro Yakyuu 2010|PSP|Sports|Konami|PawaPuro Production|0.0|0.20|0.00|0.20|0.00|0.00|2010-07-15
Twisted Edge Extreme Snowboarding|N64|Sports|Midway Games|Boss Game Studios|0.0|0.20|0.16|0.00|0.04|0.00|1998-11-10
Cabela's North American Adventures|Wii|Sports|Activision|Activision|0.0|0.20|0.19|0.00|0.00|0.01|2010-09-14
Ashes Cricket 2009|X360|Sports|Codemasters|Transmission Games|0.0|0.20|0.00|0.00|0.19|0.01|2009-08-07
MLB SlugFest 20-03|XB|Sports|Midway Games|Gratuitous Games|0.0|0.20|0.15|0.00|0.04|0.01|2002-08-26
Pro Yakyuu Spirits 2012|PSP|Sports|Konami Digital Entertainment|Konami|0.0|0.20|0.00|0.20|0.00|0.00|2012-03-29
X2: Wolverine's Revenge|GBA|Platform|Activision|Vicarious Visions|7.7|0.20|0.14|0.00|0.05|0.00|2003-04-15
Dead or Alive Paradise|PSP|Misc|Tecmo|Team Ninja|4.5|0.20|0.08|0.07|0.02|0.02|2010-03-30
San Francisco Rush 2049|N64|Racing|Midway Games|Midway Games|0.0|0.20|0.16|0.00|0.04|0.00|2000-09-07
IHRA Drag Racing 2004|XB|Racing|Bethesda Softworks|Bethesda Softworks|0.0|0.20|0.15|0.00|0.04|0.01|2003-12-01
Ford Racing Off Road|PS2|Racing|Strategy First|Razorworks Studios|0.0|0.20|0.10|0.00|0.08|0.03|2008-09-23
Project CARS 2|XOne|Racing|Namco Bandai Games|Slightly Mad Studios|9.2|0.20|0.01|0.00|0.18|0.01|2017-09-22
The King of Fighters '95|NG|Fighting|SNK|SNK Corporation|0.0|0.20|0.00|0.20|0.00|0.00|1995-09-01
Big Mutha Truckers 2|PS2|Racing|THQ|Eutechnyx|0.0|0.20|0.10|0.00|0.07|0.03|2005-08-23
Speed Punks|PS|Racing|Sony Computer Entertainment|Fucom|0.0|0.20|0.11|0.00|0.08|0.01|2000-03-31
Crazy Taxi 3: High Roller|XB|Racing|Sega|Hitmaker|0.0|0.20|0.14|0.02|0.04|0.01|2002-07-24
Midnight Club 3: DUB Edition Remix|XB|Racing|Rockstar Games|Rockstar San Diego|0.0|0.20|0.15|0.00|0.04|0.01|2006-03-13
Baja: Edge of Control|X360|Racing|THQ|2XL Games|5.0|0.20|0.12|0.00|0.06|0.02|2008-09-22
MotoGP 14|PS4|Racing|Namco Bandai Games|Milestone S.r.l.|0.0|0.20|0.05|0.00|0.11|0.03|2014-11-04
Spy Hunter|GC|Racing|Midway Games|Point of View|7.9|0.20|0.16|0.00|0.04|0.01|2002-03-11
Monster Jam|X360|Racing|Activision|Torus Games|0.0|0.20|0.18|0.00|0.00|0.02|2007-11-13
NBA 07|PSP|Sports|Sony Computer Entertainment|SCE San Diego Studio|6.9|0.20|0.18|0.00|0.00|0.02|2006-09-25
Tiger Woods PGA Tour 06|PSP|Sports|EA Sports|EA Sports|8.0|0.20|0.18|0.00|0.00|0.01|2005-09-26
God Eater Resurrection|PSV|Action|Namco Bandai Games|Namco Bandai Games|0.0|0.20|0.00|0.20|0.00|0.00|2016-10-01
LEGO Harry Potter: Years 5-7|PSV|Action|Warner Bros. Interactive Entertainment|Traveller's Tales|0.0|0.20|0.07|0.00|0.09|0.04|2012-03-06
Shaun White Skateboarding|PS3|Sports|Ubisoft|Ubisoft Montreal|6.6|0.20|0.12|0.00|0.05|0.03|2010-10-24
NBA 2K2|XB|Sports|Sega|Visual Concepts|0.0|0.20|0.15|0.00|0.04|0.01|2002-02-27
Snowboard Kids|N64|Sports|Atlus|Racdym|8.0|0.20|0.16|0.00|0.04|0.00|1997-01-01
Pro Yakyuu Spirits 2013|PSP|Sports|Konami Digital Entertainment|Konami|0.0|0.20|0.00|0.20|0.00|0.00|2013-03-20
Dave Mirra Freestyle BMX 2|XB|Sports|Acclaim Entertainment|Z-Axis, Ltd.|0.0|0.20|0.15|0.00|0.04|0.01|2001-11-28
NCAA Final Four 2004|PS2|Sports|Sony Computer Entertainment|989 Sports|0.0|0.20|0.10|0.00|0.08|0.03|2003-11-11
Treasure World|DS|Simulation|Aspyr|Aspyr|0.0|0.20|0.18|0.00|0.00|0.02|2009-06-30
NHL FaceOff 2001|PS2|Sports|Sony Computer Entertainment|989 Sports|4.6|0.20|0.10|0.00|0.07|0.02|2001-02-05
The BIGS 2|PS2|Sports|2K Sports|Blue Castle Games|0.0|0.20|0.10|0.00|0.08|0.03|2009-07-07
Rocket Power: Zero Gravity Zone|GBA|Sports|THQ|Altron|0.0|0.20|0.14|0.00|0.05|0.00|2003-09-04
ESPN MLB Baseball|PS2|Sports|Sega|Blue Shift|0.0|0.20|0.10|0.00|0.08|0.03|2004-05-04
Mat Hoffman's Pro BMX 2|XB|Sports|Activision|Rainbow Studios|0.0|0.20|0.15|0.00|0.04|0.01|2002-08-12
Pro Yakyuu Spirits 2013|PS3|Sports|Konami Digital Entertainment|Konami|0.0|0.20|0.00|0.20|0.00|0.00|2013-03-20
Cabela's Big Game Hunter (2008)|PS2|Sports|Activision|Sand Grain Studios|0.0|0.20|0.10|0.00|0.08|0.03|2007-11-06
UFC Personal Trainer: The Ultimate Fitness System|Wii|Sports|THQ|THQ|0.0|0.20|0.12|0.00|0.06|0.02|2011-07-12
Mobile Suit Gundam: Crossfire|PS3|Simulation|Namco Bandai|Namco Bandai Games America|0.0|0.20|0.06|0.14|0.00|0.01|2006-11-13
Happy Cooking|DS|Simulation|Ubisoft|MTO|0.0|0.19|0.17|0.00|0.00|0.01|2008-12-02
Harvest Moon: More Friends of Mineral Town|GBA|Simulation|Natsume|TOSE Software|8.0|0.20|0.14|0.00|0.05|0.00|2005-07-26
DarkStar One: Broken Alliance|X360|Simulation|Kalypso|Gaming Minds Studios|6.4|0.20|0.11|0.00|0.07|0.02|2010-07-20
Apache: Air Assault|PS3|Simulation|Activision|Gaijin Entertainment|0.0|0.20|0.11|0.00|0.06|0.02|2010-11-16
Godzilla (2015)|PS4|Action|Namco Bandai Games|Natsume|0.0|0.20|0.11|0.03|0.03|0.03|2015-07-14
Sengoku Basara 2 Heroes|PS2|Action|Capcom|Capcom|0.0|0.20|0.00|0.20|0.00|0.00|2007-11-29
NFL Street 2|GC|Sports|EA Sports BIG|EA Tiburon|8.2|0.20|0.15|0.00|0.04|0.01|2004-12-22
UFC: Tapout|XB|Fighting|Crave Entertainment|DreamFactory|0.0|0.20|0.14|0.00|0.05|0.01|2002-02-17
Injustice: Gods Among Us|WiiU|Fighting|Warner Bros. Interactive Entertainment|NetherRealm Studios|0.0|0.20|0.09|0.00|0.09|0.02|2013-04-16
Shrek: Forever After|PS3|Platform|Activision|XPEC Entertainment Inc.|0.0|0.20|0.16|0.00|0.02|0.03|2010-05-18
The Fairly Odd Parents: Shadow Showdown|GC|Platform|THQ|Blitz Games|0.0|0.20|0.16|0.00|0.04|0.01|2004-09-08
Teenage Mutant Ninja Turtles: Danger of the Ooze|X360|Platform|Activision|WayForward Technologies|0.0|0.20|0.11|0.00|0.07|0.02|2014-10-28
All Star Pro-Wrestling|PS2|Fighting|Square|SquareSoft|0.0|0.20|0.00|0.20|0.00|0.00|2000-06-08
Arcana Heart 3|PS3|Fighting|Aksys Games|Examu Inc.|7.0|0.20|0.04|0.10|0.05|0.02|2014-09-23
Ty the Tasmanian Tiger 2: Bush Rescue|GC|Platform|Electronic Arts|Krome Studios|7.4|0.20|0.15|0.00|0.04|0.01|2004-10-12
The King of Fighters Collection: The Orochi Saga|PS2|Fighting|SNK Playmore|SNK Playmore Corporation|0.0|0.20|0.10|0.00|0.08|0.03|2008-10-28
Samurai Spirits (CD)|NG|Fighting|SNK|SNK Corporation|0.0|0.20|0.00|0.20|0.00|0.00|1994-09-09
From TV Animation One Piece: Grand Battle! 3|GC|Fighting|Bandai|Ganbarion|0.0|0.20|0.00|0.20|0.00|0.01|2003-12-11
SpongeBob SquarePants: Revenge of the Flying Dutchman|GC|Platform|THQ|Big Sky Software|0.0|0.20|0.15|0.00|0.04|0.01|2002-12-18
Ratatouille|GBA|Platform|THQ|Helixe|6.8|0.20|0.14|0.00|0.05|0.00|2007-06-26
The Fairly Odd Parents: Enter the Cleft|GBA|Platform|THQ|Altron|0.0|0.20|0.14|0.00|0.05|0.00|2002-11-04
Kung Fu Rider|PS3|Action|Sony Computer Entertainment|SCE Japan Studio|4.3|0.20|0.06|0.01|0.10|0.04|2010-09-17
Code of Princess|3DS|Action-Adventure|Atlus|Studio Saizensen|7.2|0.20|0.16|0.03|0.00|0.02|2012-10-09
The Amazing Spider-Man (2012)|DS|Action-Adventure|Activision|Other Ocean Interactive|0.0|0.20|0.15|0.00|0.03|0.02|2012-06-26
Castlevania: Lords of Shadow 2|PS3|Action-Adventure|Konami Digital Entertainment|Mercury Steam|0.0|0.20|0.03|0.02|0.13|0.03|2014-02-25
CSI: Unsolved!|DS|Adventure|Ubisoft|Other Ocean Interactive|0.0|0.20|0.13|0.00|0.05|0.02|2010-11-23
Sleeping Dogs: Definitive Edition|XOne|Action-Adventure|Square Enix|United Front Games|7.5|0.20|0.10|0.00|0.09|0.02|2014-10-14
Skylanders: SuperChargers Racing|3DS|Action-Adventure|Activision|Beenox|0.0|0.20|0.11|0.00|0.07|0.02|2015-09-20
Grandia II|DC|Role-Playing|Ubisoft|Game Arts|8.6|0.20|0.00|0.20|0.00|0.00|2000-12-06
Untold Legends: Dark Kingdom|PS3|Role-Playing|Sony Online Entertainment|Sony Online Entertainment|0.0|0.20|0.14|0.02|0.02|0.02|2006-11-13
Sid Meier's Pirates!|PSP|Strategy|2K Games|Full Fat|8.5|0.20|0.16|0.00|0.01|0.02|2007-01-22
Bleach: The 3rd Phantom|DS|Role-Playing|Sega|Sega|0.0|0.20|0.10|0.07|0.02|0.01|2009-09-15
CandyLand / Chutes & Ladders / Memory|GBA|Misc|DSI Games|Black Lantern Studios|0.0|0.20|0.15|0.00|0.05|0.00|2005-11-07
The Bible Game|PS2|Misc|Crave Entertainment|Crave Entertainment|0.0|0.20|0.10|0.00|0.08|0.03|2005-10-23
My Secret World by Imagine|DS|Misc|Ubisoft|Ubisoft|0.0|0.20|0.00|0.00|0.20|0.00|2008-09-16
Taiko no Tatsujin: Waku Waku Anime Matsuri|PS2|Misc|Namco|Namco|0.0|0.20|0.00|0.20|0.00|0.00|2003-12-18
Ni Hao, Kai-lan: New Year's Celebration|DS|Misc|2K Play|Black Lantern Studios|0.0|0.20|0.19|0.00|0.00|0.01|2009-11-03
The Cheetah Girls: Passport to Stardom|DS|Misc|Disney Interactive Studios|Handheld Games|0.0|0.20|0.18|0.00|0.00|0.01|2008-08-13
SingStar: Back to the 80s|PS3|Misc|Sony Computer Entertainment|SCEE London Studio|0.0|0.20|0.00|0.00|0.16|0.04|2011-10-28
Jissen Pachi-Slot Hisshouhou! Aladdin A|PS2|Misc|Sammy Corporation|Sammy Studios|0.0|0.20|0.00|0.20|0.00|0.00|2002-07-18
Namco Museum: 50th Anniversary|GBA|Misc|Namco|Digital Eclipse|0.0|0.20|0.14|0.00|0.05|0.00|2005-08-30
Press Your Luck 2010 Edition|DS|Misc|Ubisoft|Ludia Inc.|0.0|0.20|0.19|0.00|0.00|0.01|2009-10-27
Taiko no Tatsujin: Go! Go! Godaime|PS2|Misc|Namco|Namco|0.0|0.20|0.00|0.20|0.00|0.00|2004-12-09
Taiko Drum Master|PS2|Misc|Namco|Namco|8.1|0.20|0.10|0.00|0.08|0.03|2004-10-26
Just Dance 2: Extra Songs|Wii|Misc|Ubisoft|Ubisoft Paris|0.0|0.20|0.00|0.00|0.17|0.03|2011-07-15
Rock Band Track Pack Volume 2|X360|Misc|MTV Games|Harmonix Music Systems|0.0|0.20|0.18|0.00|0.01|0.02|2008-11-17
Langrisser III|SAT|Strategy|NCS|NCS|0.0|0.20|0.00|0.20|0.00|0.00|1996-10-18
Super Robot Taisen 64|N64|Strategy|Banpresto|Banpresto|0.0|0.20|0.00|0.20|0.00|0.00|1999-10-29
Namco Museum Vol.4|PS|Misc|Namco|Namco|0.0|0.20|0.02|0.16|0.01|0.01|1997-06-30
Trade & Battle: Card Hero|GB|Strategy|Nintendo|Intelligent Systems|0.0|0.20|0.00|0.20|0.00|0.00|2000-02-21
Thrillville|PSP|Strategy|LucasArts|Frontier Developments|7.4|0.20|0.18|0.00|0.00|0.02|2006-11-21
Suikoden Tactics|PS2|Strategy|Konami|Konami|0.0|0.20|0.06|0.07|0.05|0.02|2005-11-08
Mega Man X4|SAT|Platform|Capcom|Capcom|0.0|0.07|0.00|0.07|0.00|0.00|1997-07-31
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage|Wii|Adventure|Activision|Gunnar Games|0.0|0.20|0.11|0.00|0.07|0.02|2009-11-03
SSX Tricky|GBA|Sports|EA Sports BIG|Visual Impact|0.0|0.19|0.14|0.00|0.05|0.00|2002-10-31
NBA 2K11|PC|Sports|2K Sports|Visual Concepts|0.0|0.19|0.18|0.00|0.00|0.01|2010-10-05
The Chronicles of Narnia: The Lion, The Witch and The Wardrobe|XB|Adventure|Buena Vista|Traveller's Tales|0.0|0.20|0.15|0.00|0.04|0.01|2005-11-14
Disney Art Academy|3DS|Misc|Nintendo|Headstrong Games|0.0|0.20|0.04|0.10|0.06|0.01|2016-05-13
World Championship Cards|PSP|Misc|Crave Entertainment|Crave Entertainment|3.9|0.20|0.19|0.00|0.00|0.02|2008-05-27
Buzz! The Schools Quiz|PS2|Misc|Sony Computer Entertainment|Relentless Software|0.0|0.20|0.00|0.00|0.02|0.19|2008-01-11
Earth Defense Force: Insect Armageddon|PS3|Shooter|D3 Publisher|Vicious Cycle|6.6|0.20|0.06|0.08|0.04|0.02|2011-07-05
Body Harvest|N64|Shooter|Midway Games|DMA Design|0.0|0.20|0.16|0.00|0.04|0.00|1998-10-20
Front Mission Evolved|X360|Shooter|Square Enix|Double Helix Games|0.0|0.20|0.10|0.02|0.07|0.02|2010-09-28
We Sing Robbie Williams|Wii|Misc|Nordic Games|Le Cortex|0.0|0.20|0.00|0.00|0.18|0.02|2010-11-12
Bratz: Rock Angelz|GC|Misc|THQ|Blitz Games|0.0|0.20|0.16|0.00|0.04|0.01|2005-10-05
Deal or No Deal: The Banker is Back!|DS|Misc|Mindscape|Mindscape|0.0|0.20|0.00|0.00|0.20|0.00|2008-11-14
Wizards of Waverly Place: Spellbound|DS|Misc|Disney Interactive Studios|Sarbakan Inc.|0.0|0.20|0.16|0.00|0.03|0.01|2010-11-16
CSI: Deadly Intent|X360|Adventure|Ubisoft|Telltale Games|0.0|0.20|0.10|0.00|0.08|0.02|2009-10-27
Eagle Flight|PS4|Adventure|Ubisoft|Ubisoft|0.0|0.20|0.09|0.00|0.08|0.03|2016-11-08
Black Panther 2: Yakuza Ashura Chapter|PSP|Adventure|Sega|Sega|0.0|0.20|0.00|0.20|0.00|0.00|2012-03-22
Just Dance: Greatest Hits|Wii|Music|Ubisoft|Ubisoft Paris|0.0|0.20|0.14|0.00|0.04|0.02|2012-07-26
The Ultimate Red Ball Challenge|Wii|Misc|Mindscape|Mindscape Inc.|0.0|0.20|0.00|0.00|0.19|0.01|2009-11-06
Prince of Persia: Warrior Within|GC|Adventure|Ubisoft|Ubisoft Montreal|8.2|0.20|0.15|0.00|0.04|0.01|2004-11-30
Shutter Island|PC|Adventure|Merscom LLC|Merscom LLC|0.0|0.20|0.00|0.00|0.17|0.03|2009-10-02
DanceMasters|X360|Misc|Konami|GCP1|6.2|0.20|0.15|0.02|0.02|0.01|2010-11-04
Body and Brain Connection|X360|Misc|Namco Bandai|Namco Bandai Games|6.0|0.20|0.10|0.00|0.08|0.02|2011-02-08
Rock Band Track Pack: Classic Rock|PS2|Misc|MTV Games|Harmonix Music Systems|0.0|0.20|0.10|0.00|0.08|0.03|2009-05-19
The Thing|XB|Adventure|VU Games|Computer Artworks|0.0|0.20|0.15|0.00|0.04|0.01|2002-09-09
Chronicles of Mystery: Curse of the Ancient Temple|DS|Adventure|City Interactive|City Interactive|0.0|0.20|0.07|0.00|0.10|0.02|2009-10-27
Mary-Kate and Ashley: Girls Night Out|GBA|Misc|Acclaim Entertainment|Powerhead Games|0.0|0.20|0.15|0.00|0.05|0.00|2002-03-19
Guilty Gear Judgment|PSP|Fighting|Majesco|Arc System Works|7.5|0.16|0.13|0.02|0.00|0.01|2006-09-05
Jillian Michaels' Fitness Adventure|X360|Misc|Majesco|n-Space|0.0|0.20|0.17|0.00|0.02|0.02|2011-11-08
Battleborn|PC|Shooter|2K Games|Gearbox Software|0.0|0.20|0.12|0.00|0.06|0.02|2016-05-03
Tom Clancy's Splinter Cell: Essentials|PSP|Shooter|Ubisoft|Ubisoft Montreal|5.6|0.20|0.17|0.00|0.01|0.02|2006-03-21
Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono|SAT|Shooter|Bandai|Bec|0.0|0.20|0.00|0.20|0.00|0.00|1996-12-06
Sniper: Ghost Warrior 2|X360|Shooter|City Interactive|City Interactive|0.0|0.20|0.06|0.00|0.12|0.01|2013-03-12
Gladius|PS2|Strategy|LucasArts|LucasArts|0.0|0.20|0.10|0.00|0.08|0.03|2003-10-28
Total War: Shogun 2 - Fall of the Samurai|PC|Strategy|Sega|The Creative Assembly|0.0|0.20|0.07|0.00|0.10|0.02|2012-03-23
Dead to Rights II|PS2|Shooter|Namco|WideScreen Games|0.0|0.20|0.10|0.00|0.08|0.03|2005-04-12
MDK|PS|Shooter|Playmates|Shiny Entertainment|0.0|0.20|0.11|0.00|0.08|0.01|1998-11-30
Titanfall 2|PC|Shooter|Electronic Arts|Respawn Entertainment|0.0|0.20|0.06|0.00|0.12|0.01|2016-10-28
Soldier of Fortune: Payback|X360|Shooter|Activision|Cauldron Ltd.|0.0|0.20|0.18|0.00|0.00|0.02|2007-11-13
Clive Barker's Jericho|PS3|Shooter|Codemasters|Mercury Steam / Alchemic Productions|5.8|0.20|0.17|0.00|0.01|0.02|2007-10-23
MC Groovz Dance Craze|GC|Misc|Mad Catz|Mad Catz|2.5|0.20|0.15|0.00|0.04|0.01|2004-11-22
DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan|DS|Misc|Shogakukan|Jupiter Corporation|0.0|0.20|0.00|0.20|0.00|0.00|2006-12-07
Shining Hearts|PSP|Role-Playing|Sega|Sega|0.0|0.20|0.00|0.20|0.00|0.00|2010-12-16
Solatorobo: Red the Hunter|DS|Role-Playing|Xseed Games|CyberConnect2|7.6|0.20|0.08|0.07|0.04|0.01|2011-09-27
Jurassic Park: Operation Genesis|XB|Simulation|VU Games|Blue Tongue|0.0|0.07|0.05|0.00|0.01|0.00|2003-03-26
Ore no Shikabane o Koete Yuke|PSP|Role-Playing|Sony Computer Entertainment|TBA|0.0|0.20|0.00|0.20|0.00|0.00|2011-11-10
Shin Megami Tensei: Strange Journey Redux|3DS|Role-Playing|Atlus|Atlus|0.0|0.20|0.08|0.10|0.01|0.01|2018-05-15
Marvel: Ultimate Alliance 2|DS|Role-Playing|Activision|n-Space|0.0|0.20|0.16|0.00|0.03|0.02|2009-09-15
X-Men Origins: Wolverine|DS|Action|Activision|Griptonite Games|0.0|0.20|0.15|0.00|0.03|0.02|2009-05-01
